state,county,cluster,(pop.15_19+pop.20_24+pop.25_29),emp.no/pop.base_count,hh.median_income,pov.below/pop.base_count,hh.male_only,eth.white,others,core,pop.base_count,total,total.pp,core.pp,target.total.pp,target.core.pp,potential_total,potential_core,sl_acv,potential_sl_acv,da_acv,potential_da_acv,acv,potential_acv,pa
AK,petersburg,10,0.17486048399628,0.0491629019399415,58405.8947368421,0.110550093010896,59,2534,1,0,3763,1,0.000265745415891576,0,0.000632395869696096,7.609153304148e-05,2.37970565766641,0.286332438835089,0,0,0,0,0,0,DUI & DWI
AK,prince of wales hyder,14,0.171733622803836,0.0649656170828809,48051.323609845,0.156713716974303,184,2802,1,1,5526,2,0.000361925443358668,0.000180962721679334,0.000388223065459418,4.00272185085858e-05,2.14532065972874,1,0,0,0,0,0,0,DUI & DWI
AK,sitka,4,0.190214957909539,0.0250783699059561,69552.4228827818,0.0789296909986565,193,5924,5,0,8932,5,0.000559785042543663,0,0.000716237608405071,9.74028014302502e-05,6.3974343182741,0.870001822374994,0,0,0,0,0,0,DUI & DWI
AK,skagway,4,0.172520661,0.0392561983471074,72868,0.0464876033057851,28,792,0,0,968,0,0,0,0.000716237608405071,9.74028014302502e-05,0.693318004936109,0.0942859117844822,NA,NA,NA,NA,NA,NA,DUI & DWI
AK,southeast fairbanks,10,0.185971775614643,0.0438731312002236,66926.429389313,0.14643006846444,115,5724,0,1,7157,1,0.000139723347771413,0.000139723347771413,0.000632395869696096,7.609153304148e-05,4.52605723941496,1,0,0,0,0,0,0,DUI & DWI
AK,valdez cordova,4,0.188915561849911,0.0451936123577915,78209.603539823,0.088821626135059,214,7066,3.66666666666667,0,9581,3.66666666666667,0.000382701875239189,0,0.000716237608405071,9.74028014302502e-05,6.86227252612899,0.933216240503227,0,0,0,0,0,0,DUI & DWI
AK,wade hampton,11,0.271484113118112,0.108057380345891,41608.4893982808,0.342673280600617,242,317,0,0,7459,0,0,0,0.000261643118785976,0,1.95159602302459,0,0,0,0,0,0,0,DUI & DWI
AK,wrangell,12,0.163815227,0.0286569717707442,48153,0.097519247219846,40,1685,0,0,2338,0,0,0,0.000474738765371271,4.00817668042807e-05,1.10993923343803,0.0937111707884084,NA,NA,NA,NA,NA,NA,DUI & DWI
AK,yakutat,4,0.194864049,0.0498489425981873,69306,0.0453172205438066,33,229,0,0,662,0,0,0,0.000716237608405071,9.74028014302502e-05,0.474149296764157,0.0644806545468256,NA,NA,NA,NA,NA,NA,DUI & DWI
AK,yukon koyukuk,11,0.20951362899804,0.0915731337965437,39613.1601963409,0.238197042579726,194,1240,1,0,5613,1,0.000178157847853198,0,0.000261643118785976,0,1.46860282574568,0,0,0,0,0,0,0,DUI & DWI
AL,autauga,10,0.196281591407708,0.0399922533165489,52103.8774758892,0.128866079209838,687,40574,14,1.5,51635,15.5,0.000300183983731965,2.9050062941803e-05,0.000632395869696096,7.609153304148e-05,32.6537607317579,3.92898630859682,1.18791407404466,1.18791407404466,0,0,1.18791407404466,1.18791407404466,DUI & DWI
AL,baldwin,10,0.17175400664899,0.0425238623507573,51210.5217361567,0.141806618850433,2711,165328,98,11.3333333333333,182086,109.333333333333,0.000600448872144664,6.22416513808493e-05,0.000632395869696096,7.609153304148e-05,115.150434329483,13.8552028853909,176.656853109346,183.961577297553,98.3209056197348,102.386454647954,274.977758729081,286.348031945507,DUI & DWI
AL,barbour,16,0.201420707110069,0.0537737524418398,34259.1939561525,0.210584265672172,267,12300,4.66666666666667,0,28155,4.66666666666667,0.000165749126857278,0,0.00027531307029136,3.16355583676052e-05,7.75143949405324,0.890699145839924,0.348260611974168,0.348260611974168,0,0,0.348260611974168,0.348260611974168,DUI & DWI
AL,bibb,24,0.198080466732936,0.0414756416298899,38752.0439655172,0.150949055229444,253,18223,2,0,23339,2,8.56934744419213e-05,0,0.000364874726343955,3.79046319460238e-05,8.51581123814157,0.88465620498825,0.131613268220935,0.131613268220935,0,0,0.131613268220935,0.131613268220935,DUI & DWI
AL,blount,24,0.188467853166881,0.0402227448196299,42453.2785420341,0.176132581976306,938,42176,11,1,45074,12,0.000266228868083596,2.21857390069663e-05,0.000364874726343955,3.79046319460238e-05,16.4463634152274,1.70851338033508,0.3462963081042,0.3462963081042,0,0,0.3462963081042,0.3462963081042,DUI & DWI
AL,bullock,14,0.215525115,0.084703196347032,31869,0.200456621004566,205,2093,1,0,8760,1,0.000114155251141553,0,0.000388223065459418,4.00272185085858e-05,3.4008340534245,0.350638434135212,0,0,0,0,0,0,DUI & DWI
AL,butler,16,0.18328176292632,0.0508122220073487,31229.5809670904,0.248549603558306,428,10929,2.5,0,20684,2.5,0.000120866370141172,0,0.00027531307029136,3.16355583676052e-05,5.69457554590649,0.654349889275546,0,0,0,0,0,0,DUI & DWI
AL,calhoun,14,0.20964860979234,0.0605046605046605,40457.2093893953,0.202371202371202,2166,96301,40,2.5,128205,42.5,0.000331500331500332,1.95000195000195e-05,0.000388223065459418,4.00272185085858e-05,49.7721381072247,5.13168954889325,2.00315332879993,2.2654494912011,0,0,2.00315332879993,2.2654494912011,DUI & DWI
AL,chambers,16,0.178025681394167,0.055952588460868,34157.0236186659,0.236157108825751,640,21414,2.66666666666667,1,34422,3.66666666666667,0.000106521023376523,2.90511881935971e-05,0.00027531307029136,3.16355583676052e-05,9.47682650556919,1.08895919012971,0.472346057576066,0.472346057576066,0,0,0.472346057576066,0.472346057576066,DUI & DWI
